	('Cell Line: A549', u'Histology: NSCLC', u'Sub-Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('Cell Line: CAL-12T', u'Histology: NSCLC', u'Sub-Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: Calu-3', u'Histology: NSCLC', u'Sub-Histology: adenocarcinoma', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: DMS153', u'Histology: SCLC', u'Sub-Histology: SCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: false')	('Cell Line: DMS53', u'Histology: SCLC', u'Sub-Histology: SCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: H1299', u'Histology: NSCLC', u'Sub-Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: H1355', u'Histology: NSCLC', u'Sub-Histology: adenocarcinoma', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('Cell Line: H1437', u'Histology: NSCLC', u'Sub-Histology: adenocarcinoma', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: H1650', u'Histology: NSCLC', u'Sub-Histology: bronchioloalveolar_adenocarcinoma', 'mut-TP53: true', 'mut-EGFR: true', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: H1666', u'Histology: NSCLC', u'Sub-Histology: bronchioloalveolar_adenocarcinoma', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: H1703', u'Histology: NSCLC', u'Sub-Histology: adenocarcinoma', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: H1734', u'Histology: NSCLC', u'Sub-Histology: adenocarcinoma', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: true')	('Cell Line: H1781', u'Histology: NSCLC', u'Sub-Histology: bronchioloalveolar_adenocarcinoma', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: H1792', u'Histology: NSCLC', u'Sub-Histology: adenocarcinoma', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('Cell Line: H1944', u'Histology: NSCLC', u'Sub-Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('Cell Line: H1975', u'Histology: NSCLC', u'Sub-Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: true', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: H209', u'Histology: SCLC', u'Sub-Histology: SCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: false')	('Cell Line: H2106', u'Histology: NSCLC', u'Sub-Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: H2228', u'Histology: NSCLC', u'Sub-Histology: adenocarcinoma', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: false')	('Cell Line: H23', u'Histology: NSCLC', u'Sub-Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('Cell Line: H2342', u'Histology: NSCLC', u'Sub-Histology: adenocarcinoma', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: H2405', u'Histology: NSCLC', u'Sub-Histology: adenocarcinoma', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: H358', u'Histology: NSCLC', u'Sub-Histology: bronchioloalveolar_adenocarcinoma', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('Cell Line: H441', u'Histology: NSCLC', u'Sub-Histology: adenocarcinoma', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('Cell Line: H446', u'Histology: SCLC', u'Sub-Histology: SCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: H460', u'Histology: NSCLC', u'Sub-Histology: large_cell_carcinoma', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('Cell Line: H524', u'Histology: SCLC', u'Sub-Histology: SCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: false')	('Cell Line: H526', u'Histology: SCLC', u'Sub-Histology: SCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: false')	('Cell Line: H661', u'Histology: NSCLC', u'Sub-Histology: large_cell_carcinoma', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: H69', u'Histology: SCLC', u'Sub-Histology: SCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: false')	('Cell Line: H82', u'Histology: SCLC', u'Sub-Histology: SCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: false')	('Cell Line: H838', u'Histology: NSCLC', u'Sub-Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: HCC15', u'Histology: NSCLC', u'Sub-Histology: squamous_cell_carcinoma', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: HCC44', u'Histology: NSCLC', u'Sub-Histology: adenocarcinoma', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: HCC78', u'Histology: NSCLC', u'Sub-Histology: adenocarcinoma', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: HCC827', u'Histology: NSCLC', u'Sub-Histology: adenocarcinoma', 'mut-TP53: false', 'mut-EGFR: true', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: Lou-NH91', u'Histology: NSCLC', u'Sub-Histology: squamous_cell_carcinoma', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')
('AHNAK_Kme1_K1205', 'Data-Type: Kme1')	0.990909335599	0.641922373456	0.283223224359	0.0	-1.21493385405	-0.30173270822	0.0454454528388	-0.0614327824762	1.75046517785	1.56537171582	-0.273642527415	-2.49877948059	0.0	0.21175568369	-1.22951325173	1.60297950166	-1.86915857907	0.165343798767	0.0	0.923993871303	0.727459354969	0.84951365857	1.15382817822	0.0253261114	-1.28493767126	-0.162611106726	-1.0423576053	-0.953997179696	0.0	0.0367206681975	0.145452083558	0.0	-0.0931550590857	0.250753656463	0.0	-0.503397707991	0.119185666893
('AHNAK_Kme1_K1333', 'Data-Type: Kme1')	1.13456458263	0.0726665375412	-0.31362113579	0.169708483604	-1.68587792767	0.153145884454	0.46978301708	-0.727997887476	2.26993054388	0.624742738287	-0.635438226416	-1.55759397502	-2.09391611332	0.832706376342	-0.386015449158	1.84088530638	-0.256348557192	0.369656352096	0.25816961656	1.54340349944	0.649455036571	0.0646002080211	0.649455036571	-0.35752042929	-1.40325115254	0.184941579764	-0.235058375744	-0.252718742778	0.690617485106	0.897193716406	1.35610402844	-0.457237825229	-0.93710125465	-0.816943855825	-0.117657505899	-1.81789481447	-0.1795368007
('AHNAK_Kme1_K1791', 'Data-Type: Kme1')	0.799928248587	0.287557610794	-0.491253538123	0.0	-1.68734843627	-0.00531637655035	0.559988984431	-0.554430988253	2.15932355696	1.7249728378	0.0260128367464	-1.0352236433	-0.444170528472	0.386249746531	-0.122501480305	1.93843005449	-1.57402340943	-0.452811563012	-0.0987934375165	0.886864695278	1.4182953407	0.780320189499	0.718131448134	0.0882663324885	-1.82924788914	-0.511476824752	-0.461406872713	-1.18347357316	0.639841527676	0.238508849461	0.218840465608	0.0	-0.824217644747	-0.261680980304	-0.114602672585	-1.80883720182	0.589284335262
('AHNAK_Kme1_K2194', 'Data-Type: Kme1')	0.722364390878	0.301221471146	-0.0635140072952	1.15142294408	-1.25445700726	-0.249199838938	-0.181783800682	0.0272815317389	2.35883227039	1.54671950189	0.0662444161594	-1.78084406269	-1.45630289722	-0.23325391859	0.57392229673	1.9669395228	-0.399141159718	-0.191787851431	-0.285047505535	0.722364390878	1.17561450627	0.981245136815	0.656282233421	-0.476818812952	-1.5213309931	-0.375984894819	-1.83514099464	-1.14564215081	0.477363133916	0.222929605149	0.701599396598	0.516391338385	-0.878824753465	-0.349516920728	-0.686231202275	-1.18272615404	0.378810838948
('AHNAK_Kme1_K4529', 'Data-Type: Kme1')	1.14836349428	0.345583597085	-0.24873213933	0.0	-1.15876063652	0.350961273781	0.339537592173	-0.850218716951	1.83660541504	1.58479158397	0.302937827779	-2.03470680144	-0.87470145298	0.125750189916	-0.57301357508	1.45894634115	-1.63156345279	-0.546266733446	-0.127334367369	1.1294717994	1.14057996708	0.858212265835	1.56566534596	-0.0038792726582	-1.17325211514	0.547670088629	-0.984732397347	-0.771200183993	0.855511806183	0.142635011821	0.164122290618	0.0	-0.87470145298	-0.4979297354	-0.95398045902	-1.29164468034	0.699272282079
('AKAP13_Kme1_K1670', 'Data-Type: Kme1')	1.4774443889	-0.703905898344	1.05567551534	-0.73363836801	0.209082276756	-0.0451584622515	0.719698459572	-0.165312485889	1.58259104301	0.304294944126	-0.968878772749	1.10771779812	-1.27768109359	0.145799762918	2.16961637818	0.957406852642	-1.43180371524	-1.96608289541	-0.014319533907	-0.213439930831	-0.855570260535	1.21183165502	1.5062002155	0.288437909212	-1.30001417747	0.997734138351	-1.09984002863	-1.20547864326	-0.560349551413	0.871220339553	-0.55722605109	0.0253462631904	-0.254972150205	-0.837371155625	-0.250546932137	0.592946377652	-0.781454211465
('BTF3_Kme1_K46', 'Data-Type: Kme1')	0.565070825546	-0.0619102229811	0.273757344973	0.547011204157	0.281180827447	0.535964544238	-1.21568040757	-0.978620959805	1.928149976	1.40889695562	0.878194954531	-0.906139346914	-0.456712581207	-0.541592315557	1.59996227848	1.93759354361	-1.19848615847	-0.502117622137	-0.0343816511123	0.0620698542808	1.20178283303	0.937659239658	-1.11803424461	-0.636891202864	-0.663488809703	1.07388264449	0.0	-1.80558924122	1.06456981115	0.00019541880802	-0.763123937563	-1.65963776783	-0.354055996823	-0.219438864855	-0.16280201688	-1.42403507471	0.406796166788
('C10orf12_Kme1_K1037', 'Data-Type: Kme1')	0.48822263028	-0.629279882497	0.173547872608	0.0	-0.859677836027	2.91570456725	-0.0502806549486	-0.70093538095	0.901195309519	0.605450494128	0.351941994927	1.36979335611	-1.3940804864	-0.49680556526	1.20492970073	0.99535306874	0.0	0.436570392452	-0.359700126923	0.541678110866	-0.879883071854	0.39858008886	0.744842108063	-1.17308967308	-1.70660588049	1.61595481003	0.0	-1.01879064387	0.448687276508	-0.324474733398	-0.694627147015	0.0	-0.654414698113	-0.279726077106	-1.10272589905	0.223067433183	-1.09042145727
('C19orf53_Kme1_K17', 'Data-Type: Kme1')	0.863301176362	-1.50906742252	-1.82496957695	0.742880918762	-1.34438293097	1.1181586931	0.171832920536	0.400571852336	1.39539516417	0.488562510872	-0.00883589961901	0.299357245827	-2.39336829399	0.331349289985	0.0690788216912	1.78807411334	0.911615956121	-0.745924008329	0.524796558717	0.216396961994	-1.38156186585	-0.0340224596872	0.87851347197	-0.0890714172816	0.00192601155977	0.911615956121	0.0	0.0849746074174	0.362308677694	0.965219116993	-0.302457412193	0.819676818095	-1.66127497538	0.833309356462	-0.580915286866	-1.04119609646	-1.26186855403
('CALM3_Kme1_K116', 'Data-Type: Kme1')	0.265874327774	0.112262440249	-1.18786684465	3.26621911724	-0.992243447562	0.211419290134	1.149616087	-0.729086885141	-0.119194331702	0.0432025820274	-0.530309823208	-0.634991786358	-0.0420915798107	-0.417760866567	-0.664714376553	0.788954905961	-0.464871191044	-0.757712305954	-0.334130498651	-0.226582113685	-0.831222068921	-0.538496923386	-0.451785113394	-0.153442520136	0.455062975081	0.703048150001	-1.53871591474	-1.5225344509	-0.110547487646	-0.00913425300325	0.496821313404	2.76709231823	-0.322652345343	0.910377595991	0.775842053096	-0.634991786358	1.2692857585
