	A549	CAL-12T	Calu-3	DMS153	DMS53	DMS79	H128	H1299	H1355	H1417	H1437_plex_8	H1437_plex_9	H1650	H1666	H1703	H1734	H1781	H1792	H1944	H1975	H2073_plex_6	H2073_plex_9	H209_plex_1	H209_plex_9	H2106	H2228	H2342	H23	H2405	H3122	H358	H441	H446	H460	H524	H526	H661	H69	H82	H838	HCC15	HCC44	HCC78	HCC827	Lou-NH91
	Histology: NSCLC	Histology: NSCLC	Histology: NSCLC	Histology: SCLC	Histology: SCLC	Histology: SCLC	Histology: SCLC	Histology: NSCLC	Histology: NSCLC	Histology: SCLC	Histology: NSCLC	Histology: NSCLC	Histology: NSCLC	Histology: NSCLC	Histology: NSCLC	Histology: NSCLC	Histology: NSCLC	Histology: NSCLC	Histology: NSCLC	Histology: NSCLC	Histology: NSCLC	Histology: NSCLC	Histology: SCLC	Histology: SCLC	Histology: NSCLC	Histology: NSCLC	Histology: NSCLC	Histology: NSCLC	Histology: NSCLC	Histology: NSCLC	Histology: NSCLC	Histology: NSCLC	Histology: SCLC	Histology: NSCLC	Histology: SCLC	Histology: SCLC	Histology: NSCLC	Histology: SCLC	Histology: SCLC	Histology: NSCLC	Histology: NSCLC	Histology: NSCLC	Histology: NSCLC	Histology: NSCLC	Histology: NSCLC
	Plex: Plex-3	Plex: Plex-8	Plex: Plex-5	Plex: Plex-9	Plex: Plex-2	Plex: Plex-1	Plex: Plex-1	Plex: Plex-4	Plex: Plex-3	Plex: Plex-1	Plex: Plex-8	Plex: Plex-9	Plex: Plex-5	Plex: Plex-8	Plex: Plex-6	Plex: Plex-4	Plex: Plex-7	Plex: Plex-3	Plex: Plex-4	Plex: Plex-5	Plex: Plex-6	Plex: Plex-9	Plex: Plex-1	Plex: Plex-9	Plex: Plex-5	Plex: Plex-7	Plex: Plex-6	Plex: Plex-3	Plex: Plex-8	Plex: Plex-7	Plex: Plex-4	Plex: Plex-3	Plex: Plex-2	Plex: Plex-4	Plex: Plex-1	Plex: Plex-2	Plex: Plex-7	Plex: Plex-2	Plex: Plex-2	Plex: Plex-9	Plex: Plex-6	Plex: Plex-8	Plex: Plex-7	Plex: Plex-5	Plex: Plex-6
	Gender: M	Gender: M	Gender: M	Gender: M	Gender: M	Gender: N.A.	Gender: M	Gender: M	Gender: M	Gender: F	Gender: M	Gender: M	Gender: M	Gender: F	Gender: M	Gender: F	Gender: F	Gender: M	Gender: F	Gender: F	Gender: F	Gender: F	Gender: M	Gender: M	Gender: M	Gender: F	Gender: M	Gender: M	Gender: M	Gender: M	Gender: M	Gender: M	Gender: M	Gender: M	Gender: M	Gender: M	Gender: M	Gender: M	Gender: M	Gender: M	Gender: M	Gender: F	Gender: M	Gender: F	Gender: F
	exp-group-5: false	exp-group-5: false	exp-group-5: false	exp-group-5: true	exp-group-5: true	exp-group-5: false	exp-group-5: false	exp-group-5: false	exp-group-5: false	exp-group-5: false	exp-group-5: false	exp-group-5: false	exp-group-5: false	exp-group-5: false	exp-group-5: false	exp-group-5: false	exp-group-5: false	exp-group-5: false	exp-group-5: false	exp-group-5: false	exp-group-5: false	exp-group-5: false	exp-group-5: true	exp-group-5: true	exp-group-5: true	exp-group-5: false	exp-group-5: false	exp-group-5: false	exp-group-5: false	exp-group-5: false	exp-group-5: false	exp-group-5: false	exp-group-5: true	exp-group-5: false	exp-group-5: true	exp-group-5: true	exp-group-5: false	exp-group-5: true	exp-group-5: true	exp-group-5: false	exp-group-5: false	exp-group-5: false	exp-group-5: false	exp-group-5: false	exp-group-5: false
	exp-group-4: false	exp-group-4: false	exp-group-4: false	exp-group-4: false	exp-group-4: false	exp-group-4: false	exp-group-4: false	exp-group-4: false	exp-group-4: false	exp-group-4: false	exp-group-4: false	exp-group-4: false	exp-group-4: false	exp-group-4: false	exp-group-4: false	exp-group-4: false	exp-group-4: false	exp-group-4: true	exp-group-4: false	exp-group-4: false	exp-group-4: false	exp-group-4: false	exp-group-4: false	exp-group-4: false	exp-group-4: false	exp-group-4: false	exp-group-4: false	exp-group-4: false	exp-group-4: true	exp-group-4: false	exp-group-4: false	exp-group-4: false	exp-group-4: false	exp-group-4: false	exp-group-4: false	exp-group-4: false	exp-group-4: false	exp-group-4: false	exp-group-4: false	exp-group-4: false	exp-group-4: false	exp-group-4: false	exp-group-4: false	exp-group-4: false	exp-group-4: false
	exp-group-3: true	exp-group-3: false	exp-group-3: false	exp-group-3: false	exp-group-3: false	exp-group-3: false	exp-group-3: false	exp-group-3: false	exp-group-3: true	exp-group-3: false	exp-group-3: true	exp-group-3: true	exp-group-3: true	exp-group-3: true	exp-group-3: false	exp-group-3: false	exp-group-3: false	exp-group-3: false	exp-group-3: true	exp-group-3: false	exp-group-3: false	exp-group-3: false	exp-group-3: false	exp-group-3: false	exp-group-3: false	exp-group-3: false	exp-group-3: false	exp-group-3: true	exp-group-3: false	exp-group-3: false	exp-group-3: false	exp-group-3: false	exp-group-3: false	exp-group-3: true	exp-group-3: false	exp-group-3: false	exp-group-3: false	exp-group-3: false	exp-group-3: false	exp-group-3: true	exp-group-3: true	exp-group-3: true	exp-group-3: false	exp-group-3: false	exp-group-3: false
	exp-group-2: false	exp-group-2: false	exp-group-2: false	exp-group-2: false	exp-group-2: false	exp-group-2: false	exp-group-2: false	exp-group-2: true	exp-group-2: false	exp-group-2: false	exp-group-2: false	exp-group-2: false	exp-group-2: false	exp-group-2: false	exp-group-2: true	exp-group-2: false	exp-group-2: false	exp-group-2: false	exp-group-2: false	exp-group-2: false	exp-group-2: false	exp-group-2: false	exp-group-2: false	exp-group-2: false	exp-group-2: false	exp-group-2: false	exp-group-2: false	exp-group-2: false	exp-group-2: false	exp-group-2: false	exp-group-2: true	exp-group-2: false	exp-group-2: false	exp-group-2: false	exp-group-2: false	exp-group-2: false	exp-group-2: true	exp-group-2: false	exp-group-2: false	exp-group-2: false	exp-group-2: false	exp-group-2: false	exp-group-2: false	exp-group-2: false	exp-group-2: false
	exp-group-1: false	exp-group-1: false	exp-group-1: false	exp-group-1: false	exp-group-1: false	exp-group-1: false	exp-group-1: false	exp-group-1: false	exp-group-1: false	exp-group-1: false	exp-group-1: false	exp-group-1: false	exp-group-1: false	exp-group-1: false	exp-group-1: false	exp-group-1: true	exp-group-1: true	exp-group-1: false	exp-group-1: false	exp-group-1: true	exp-group-1: false	exp-group-1: false	exp-group-1: false	exp-group-1: false	exp-group-1: false	exp-group-1: true	exp-group-1: true	exp-group-1: false	exp-group-1: false	exp-group-1: false	exp-group-1: false	exp-group-1: true	exp-group-1: false	exp-group-1: false	exp-group-1: false	exp-group-1: false	exp-group-1: false	exp-group-1: false	exp-group-1: false	exp-group-1: false	exp-group-1: false	exp-group-1: false	exp-group-1: true	exp-group-1: true	exp-group-1: false
AAMDC_R69	nan	nan	nan	nan	-2.58930017551	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-1.36118097433	nan	nan	nan	nan	nan	nan	nan	nan	-3.46161805085	nan	nan	nan	-2.22108494812	nan	nan	-3.10161518771	nan	nan	-2.10285705083	1.66951040959	-3.7693208277	-5.2370837777	nan	nan	nan	-3.37805028387	nan	nan
ACIN1_R624	4.9998607782	nan	nan	nan	nan	nan	nan	nan	-0.156726360111	nan	nan	nan	nan	nan	2.1202283757	nan	-0.923165855606	2.05168347501	nan	nan	-0.504685952508	nan	nan	nan	nan	1.53382869208	-0.393783431545	2.70467964492	nan	1.37701242736	nan	0.984400416184	nan	nan	nan	nan	3.29951821056	nan	nan	nan	-0.071963433493	nan	-1.22072288573	nan	0.116419299507
